GA ID,Project Title,Agency,Approval Date,Publish Date,Category,Grant Term,Value (AUD),Ad hoc/One-off,Aggregate Grant Award,PBS Program Name,Grant Program,Grant Activity,Purpose,Internal Reference ID,Confidentiality - Contract,Confidentiality - Outputs,Recipient Name,Recipient ABN,Grant Recipient Suburb,Grant Recipient Town/City,Grant Recipient Postcode,Grant Recipient State/Territory,Grant Recipient Country,Grant Delivery State/Territory,Grant Delivery Postcode,Grant Delivery Country,Variations,Selection Process,GO ID,GO Title,Confidentiality Reason(s) - Contract,Variation 0 Grant Term Commencement,Variation 0 Grant Term Termination,Variation 0 Grant Value (AUD),Variation 1 Grant Term Commencement,Variation 1 Grant Term Termination,Variation 1 Grant Value (AUD),Variation 2 Grant Term Commencement,Variation 2 Grant Term Termination,Variation 2 Grant Value (AUD),Variation 3 Grant Term Commencement,Variation 3 Grant Term Termination,Variation 3 Grant Value (AUD),Variation 4 Grant Term Commencement,Variation 4 Grant Term Termination,Variation 4 Grant Value (AUD),Variation 5 Grant Term Commencement,Variation 5 Grant Term Termination,Variation 5 Grant Value (AUD),Variation 6 Grant Term Commencement,Variation 6 Grant Term Termination,Variation 6 Grant Value (AUD),Variation 7 Grant Term Commencement,Variation 7 Grant Term Termination,Variation 7 Grant Value (AUD),Variation 8 Grant Term Commencement,Variation 8 Grant Term Termination,Variation 8 Grant Value (AUD),Variation 9 Grant Term Commencement,Variation 9 Grant Term Termination,Variation 9 Grant Value (AUD)
GA12219,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"485,317.39",No,No,DoH 21/22 Hlth Output 3.2 Aged Care Services,Flexible Respite,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7W45HSX,No,No,East Arnhem Regional Council,92 334 301 078,NHULUNBUY,NHULUNBUY,880,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA12219-V3 - Increase in funding (12-Oct-2021 )', 'GA12219-V2 - Change to End Date (26-Aug-2020 )', 'GA12219-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"233,861.86",1-Jul-18,30-Jun-22,"478,594.05",1-Jul-18,30-Jun-22,"485,317.39",,,,,,,,,,,,,,,,,,
GA122339,Borroloola Safe House,National Indigenous Australians Agency,17-Apr-20,16-Sep-20,Indigenous Communities,1-Jul-2020 to 30-Jun-2022,"605,981.20",No,No,NIAA 20/21 2.3 Safety and Wellbeing,Safety and Wellbeing,Borroloola Safe House,"Strategic activities that are about ensuring the ordinary law of the land applies in Indigenous communities, and that Indigenous people enjoy similar levels of physical, emotional and social wellbeing enjoyed by other Australians.",4-EG4X4MO,No,No,Mabunji Aboriginal Resource Indigenous Corporation,50 048 081 897,BORROLOOLA,BORROLOOLA,854,NT,AUSTRALIA,NT,,AUSTRALIA,GA122339-V1 - Increase of the grant value. (6-Apr-2021 ),Closed Non-Competitive,,,,,,,1-Jul-20,30-Jun-22,"605,981.20",,,,,,,,,,,,,,,,,,,,,,,,
GA122343,IBM  2020 2021  NT  TETI  IRS  Provision of Indigenous Radio Service,National Indigenous Australians Agency,14-Apr-20,16-Sep-20,Indigenous Arts and Culture,1-Jul-2020 to 30-Jun-2021,"77,860.20",No,No,NIAA 20/21 2.4 Culture and Capability,Culture and Capability,IBM  2020 2021  NT  TETI  IRS  Provision of Indigenous Radio Service,"Strategic activities to support Indigenous Australians to maintain their culture, participate equally in the economic and social life of the nation and that Indigenous organisations are capable of delivering quality services to their clients.",4-EFPIUXC,No,No,Mabunji Aboriginal Resource Indigenous Corporation,50 048 081 897,BORROLOOLA,BORROLOOLA,854,NT,AUSTRALIA,NT,,AUSTRALIA,,Closed Non-Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA122354,"ABA Homelands - Condor Point, Putjamirra and Taracumbi",National Indigenous Australians Agency,27-Apr-20,16-Sep-20,Indigenous Communities,6-Aug-2020 to 31-Dec-2021,"973,055.60",No,No,NIAA 20/21 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,"ABA Homelands - Condor Point, Putjamirra and Taracumbi","Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-EG72FVF,No,No,Tiwi Land Council,86 106 441 085,WINNELLIE,WINNELLIE,820,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA122354-V3 - Extension to the grant term. (22-Apr-2021 )', 'GA122354-V2 - Increase of the grant value. (4-Mar-2021 )', 'GA122354-V1 - Increase of the grant value. (8-Dec-2020 )']",Open Competitive,,,,,,,6-Aug-20,30-Jun-21,"963,309.60",6-Aug-20,30-Jun-21,"973,055.60",6-Aug-20,31-Dec-21,"973,055.60",,,,,,,,,,,,,,,,,,
GA122989,Tiwi Bombers Womens Team - bringing equity and wellbeing to community,National Indigenous Australians Agency,29-Nov-19,21-Sep-20,Indigenous Communities,10-Aug-2020 to 30-Jun-2021,"126,500.00",No,No,NIAA 20/21 Aboriginal Benefit Account Special Account,"Jobs, Land and Economy (Aboriginals Benefit Account Special Account)",Tiwi Bombers Womens Team - bringing equity and wellbeing to community,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-DT5T882,No,No,Tiwi Bombers Football Club Incorporated Marrara,46 176 474 500,MARRARA,MARRARA,810,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA123052,Security fencing and lighting at Yarralin,Department of Home Affairs,16-Jun-20,21-Sep-20,Community Safety,18-Sep-2020 to 7-Sep-2022,"246,078.00",No,No,HA 20/21 National Security and Criminal Justice,Safer Communities Fund – Home Affairs,Security fencing and lighting at Yarralin,"A grant has been awarded to boost the efforts of schools and pre–schools, community organisations and local councils to address crime and anti–social behaviour by funding crime prevention initiatives that benefit the wider community or community organisations in the Northern Territory. The expected outcome of the project is to protect people in the community who are at risk of attack, harassment or violence stemming from crime and/or anti–social behaviour. The grantee expects to purchase and install security fencing, 5 vehicle gates and 11 solar security lights at key locations including the Yarralin Aged Care building and Yarralin Council office and works compound.",SCFVNT000024,No,No,VICTORIA DALY REGIONAL COUNCIL,66 931 675 319,KATHERINE,Yarralin,850,NT,AUSTRALIA,NT,852,AUSTRALIA,,Targeted or Restricted Competitive,GO3114,Safer Communities Fund - Round 5 - Northern Territory Infrastructure Grants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA12425,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"5,632.31",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,Flexible Respite,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7X9CORT,No,No,Alawa Aboriginal Corporation,70 139 074 876,KATHERINE,KATHERINE,852,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA12425-V2 - Change to End Date (26-Aug-2020 )', 'GA12425-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"2,752.18",1-Jul-18,30-Jun-22,"5,632.31",,,,,,,,,,,,,,,,,,,,,
GA12427,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Sep-2020,"2,838.63",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,Flexible Respite,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7W5PPML,No,No,Mampu Maninja-Kurlangu Jarlu Patu-Ku Aboriginal Corporation,37 001 779 820,YUENDUMU,YUENDUMU,872,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA12427-V4 - Change to End Date (22-Oct-2020 )', 'GA12427-V3 - Decrease in funding (9-Sep-2020 )', 'GA12427-V2 - Change to End Date (26-Aug-2020 )', 'GA12427-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"2,498.19",1-Jul-18,30-Jun-22,"5,112.49",1-Jul-18,30-Jun-22,"2,838.63",1-Jul-18,30-Sep-20,"2,838.63",,,,,,,,,,,,,,,
GA12430,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 31-Dec-2019,"3,252.36",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,Flexible Respite,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7WBNYF6,No,No,West Daly Regional Council,25 966 579 574,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA12430-V2 - Decrease in funding (26-Aug-2020 )', 'GA12430-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-19,"4,336.48",1-Jul-18,31-Dec-19,"3,252.36",,,,,,,,,,,,,,,,,,,,,
GA12432,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"2,735.88",No,No,DoH 21/22 Hlth Output 3.2 Aged Care Services,Flexible Respite,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7WAPQYF,No,No,Victoria Daly Regional Council,66 931 675 319,KATHERINE,KATHERINE,851,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA12432-V4 - Decrease in funding (22-Dec-2021 )', 'GA12432-V3 - Increase in funding (12-Oct-2021 )', 'GA12432-V2 - Change to End Date (26-Aug-2020 )', 'GA12432-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"1,336.86",1-Jul-18,30-Jun-22,"2,735.88",1-Jul-18,30-Jun-22,"4,762.88",1-Jul-18,30-Jun-22,"2,735.88",,,,,,,,,,,,,,,
GA12540,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"2,275,007.98",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,Domestic Assistance,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7XAYJII,No,No,Tangentyere Council Aboriginal Corporation,81 688 672 692,CICCONE,CICCONE,870,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA12540-V3 - Change to End Date (26-Aug-2020 )', 'GA12540-V2 - Increase in funding (19-Mar-2019 )', 'GA12540-V1 - Increase in funding (21-Nov-2018 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"1,095,239.18",1-Jul-18,30-Jun-20,"1,111,667.77",1-Jul-18,30-Jun-22,"2,275,007.98",,,,,,,,,,,,,,,,,,
GA12680,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"443,347.58",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,Domestic Assistance,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7W526I4,No,No,Central Desert Regional Council,93 873 628 303,ALICE SPRINGS,ALICE SPRINGS,871,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA12680-V2 - Change to End Date (26-Aug-2020 )', 'GA12680-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"216,638.90",1-Jul-18,30-Jun-22,"443,347.58",,,,,,,,,,,,,,,,,,,,,
GA127048,The Mankarre Project,"Department of Infrastructure, Transport, Regional Development and Communications",28-May-20,12-Oct-20,Humanities,28-Sep-2020 to 24-Oct-2022,"63,030.00",No,No,ITCRD 20/21 2.1,Festivals Australia,The Mankarre Project,"The Mankarre Project will revitalise West Arnhem Land culture by providing three streams of workshops aimed to appeal to cultural practitioners of different ages and interests, leading up to performances at Stone Country Festival 2020. The Project is driven by Kunwinjku Elders and is geared to generate culturally appropriate intergenerational learning opportunities and a time for cultural celebration and intercultural learning. The outcomes of the Mankarre (meaning ‘custom’ or ‘ceremony’) Project will rejuvenate ancient customs and reverberate throughout West Arnhem Land and the world; increasing community pride, wellbeing, resilience and capacity.",FA001197,No,No,Injalak Arts & Crafts Aboriginal Corporation,76 842 979 851,Gunbalanya,Gunbalanya,822,NT,AUSTRALIA,NT,,AUSTRALIA,GA127048-V1 - Contract end date extended (23-Sep-2021 ),Open Competitive,GO3712,Festivals Australia,,,,,28-Sep-20,24-Oct-22,"63,030.00",,,,,,,,,,,,,,,,,,,,,,,,
GA127055,Jilamara Arts and Crafts Association Indigenous Visual Arts Industry...,"Department of Infrastructure, Transport, Regional Development and Communications",6-May-20,12-Oct-20,Humanities,3-Sep-2020 to 30-Nov-2025,"1,320,000.00",No,No,ITCRD 20/21 2.1,Indigenous Visual Arts Industry Support,Jilamara Arts and Crafts Association Indigenous Visual Arts Industry Support,To support Jilamara Arts to provide services to visual artists based in the Milikapiti community and engage Indigenous arts workers.,IVAIS00304,No,No,Jilamara Arts And Crafts Association,73 482 667 764,Milikapiti,Milikapiti,822,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA127056,Numburindi Corporation Limited Indigenous Visual Arts Industry Support,"Department of Infrastructure, Transport, Regional Development and Communications",6-May-20,12-Oct-20,Humanities,10-Sep-2020 to 30-Nov-2023,"264,000.00",No,No,ITCRD 20/21 2.1,Indigenous Visual Arts Industry Support,Numburindi Corporation Limited Indigenous Visual Arts Industry Support,To support the Numburindi Arts to deliver visual art services to artists based in the Numbulwar community located in south-east Arnhem Land on the Gulf of Carpentaria in the NT.,IVAIS00311,No,No,Numburindi Corporation Limited,62 147 044 193,Numbulwar,Numbulwar,822,NT,AUSTRALIA,NT,,AUSTRALIA,,Closed Non-Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA127057,Ikuntji Artists Aboriginal Corporation Indigenous Visual Arts Industry...,"Department of Infrastructure, Transport, Regional Development and Communications",6-May-20,12-Oct-20,Humanities,10-Sep-2020 to 30-Nov-2025,"1,237,500.00",No,No,ITCRD 20/21 2.1,Indigenous Visual Arts Industry Support,Ikuntji Artists Aboriginal Corporation Indigenous Visual Arts Industry Support,To support Ikuntji Artists to provide services to visual artists based in the Haasts Bluff community and engage Indigenous arts workers.,IVAIS00318,No,No,Ikuntji Artists Aboriginal Corporation,61 415 976 074,Haasts Bluff,Haasts Bluff,872,NT,AUSTRALIA,NT,,AUSTRALIA,,Closed Non-Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA127076,Warlpiri Youth Development,National Indigenous Australians Agency,15-Apr-20,12-Oct-20,Indigenous Communities,1-Jul-2020 to 30-Jun-2023,"6,152,691.38",No,No,NIAA 20/21 2.3 Safety and Wellbeing,Safety and Wellbeing,Warlpiri Youth Development,"Strategic activities that are about ensuring the ordinary law of the land applies in Indigenous communities, and that Indigenous people enjoy similar levels of physical, emotional and social wellbeing enjoyed by other Australians.",4-EHGR42Z,No,No,Warlpiri Youth Development Aboriginal Corporation,35 446 029 986,YUENDUMU,YUENDUMU,872,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA127076-V4 - Increase of the grant value. (4-Nov-2021 )', 'GA127076-V3 - Decrease of the grant value. (27-Oct-2021 )', 'GA127076-V2 - Increase of the grant value. (27-Sep-2021 )', 'GA127076-V1 - Increase of the grant value. (6-Sep-2021 )']",Closed Non-Competitive,,,,,,,1-Jul-20,30-Jun-23,"5,632,373.89",1-Jul-20,30-Jun-23,"6,152,691.38",1-Jul-20,30-Jun-23,"6,152,691.33",1-Jul-20,30-Jun-23,"6,152,691.38",,,,,,,,,,,,,,,
GA12724,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"280,922.63",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,Domestic Assistance,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7XD1C0P,No,No,Mala'la Health Service Aboriginal Corporation                            Original,89 357 836 457,MANINGRIDA,MANINGRIDA,822,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA12724-V2 - Change to End Date (26-Aug-2020 )', 'GA12724-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"137,271.00",1-Jul-18,30-Jun-22,"280,922.63",,,,,,,,,,,,,,,,,,,,,
GA12725,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"276,880.76",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,Domestic Assistance,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7W49GCY,No,No,The Kalano Community Association Incorporated,17 030 032 930,KATHERINE,KATHERINE,850,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA12725-V2 - Change to End Date (26-Aug-2020 )', 'GA12725-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"135,295.97",1-Jul-18,30-Jun-22,"276,880.76",,,,,,,,,,,,,,,,,,,,,
GA12728,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"271,666.79",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,Domestic Assistance,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7W5NPV6,No,No,MacDonnell Regional Council,21 340 804 903,ALICE SPRINGS,ALICE SPRINGS,870,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA12728-V2 - Change to End Date (26-Aug-2020 )', 'GA12728-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"132,748.20",1-Jul-18,30-Jun-22,"271,666.79",,,,,,,,,,,,,,,,,,,,,
GA127333,4AP2 Specialised Family Violence Services,Department of Social Services,21-Jul-20,15-Oct-20,Family and Domestic Violence,2-Oct-2020 to 30-Jun-2022,"414,012.50",Yes,No,DSS 20/21 DSS Output 2.1 Families and Communities,4AP2 Specialised Family Violence Services,4AP2 Specialised Family Violence Services,Specialised Family Violence Services 2019-2022 under the Fourth Action Plan of the National Plan to Reduce Violence against Women and their Children 2010-2022,4-FEACO3H,No,No,Laynhapuy Homelands Aboriginal Corporation,86 695 642 473,YIRRKALA,YIRRKALA,880,NT,AUSTRALIA,NT,,AUSTRALIA,GA127333-V1 - Increase in funding (16-Dec-2021 ),,,,,,,,2-Oct-20,30-Jun-22,"414,012.50",,,,,,,,,,,,,,,,,,,,,,,,
GA12735,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"235,662.00",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,Domestic Assistance,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7XNQK1I,No,No,Pintupi Homelands Health Service (Aboriginal Corporation),56 005 261 226,KINTORE,KINTORE,872,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA12735-V2 - Change to End Date (26-Aug-2020 )', 'GA12735-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"115,154.69",1-Jul-18,30-Jun-22,"235,662.00",,,,,,,,,,,,,,,,,,,,,
