Column1,Community Name,Community ID,Aliases,Local Government,Main Language,Land Council,Other Languages,Electorate,Population,Longitude,Latitude,Location
552,Sandy Bore - Family Outstation,24898,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,6,132.524,-24.558,
171,Santa Teresa - Major,145,Ltyente Purte and Ltyentye Apurte,Macdonnell,Eastern / Central Arrernte,Central Land Council,Not recorded,Namatjira,682,134.373,-24.131,"Santa Teresa is located south east of Alice Springs on the Santa Teresa Aboriginal Land Trust. The community boarders the pastoral properties of Allambi, Deepwell, Todd River and Unddolya."
129,Scott Point - Family Outstation,958,Milyangkarrngarnilangwa and Milyangkarrnharnkan,East Arnhem,Not recorded,Anindilyakwa Land Council,Not recorded,Arnhem,,136.848,-13.752,
391,Snake Lagoon - Family Outstation,24902,,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,6,136.913,-16.203,
360,Snake Well - Family Outstation,948,Snake Creek,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,11,133.915,-23.159,"The outstation is about 77km by road from Alice Springs via the Stuart Hwy  and the Arltunga Tourist Dve. Turn onto the Arltunga Tourist Dve 50 km north of the Alice Springs, then turn north off that road at the intersection 9 km from the Suart Hwy. The outstation is17km from the Arltunga Tourist Dve. The final 17km is partially flat-bladed; the road was constructed so the excision could go ahead but is now closed to 2WD by washed-out creek crossing. Access to Snake Well is generally via Yambah Station roads from the Stuart Hwy., The outstation is about 77km by road from Alice Springs via the Stuart Highway and the Arltunga Tourist Dve."
741,South West Island - Family Outstation,262,Wathanka and Wathunga,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,8,136.688,-15.689,N/A
510,Spotted Tiger - Family Outstation,953,Unpeyekenhe,Central Desert,Not recorded,Central Land Council,Not recorded,Namatjira,14,134.918,-23.043,9KMS S OF HART RANGE (ATITJERE) (ID#42)
378,Spring Peak - Family Outstation,419,Urgdurr,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,6,132.454,-12.963,"Spring Peak community is located approx 80km south west of Jabiru. Road access from Jabiru is good via the Kakadu Hwy and the gravelled section of the Old Darwin-Jim JimRoad for 10km., 80km SOUTH OF JABIRU"
187,Sugar Creek - Family Outstation,18,"Antjakwera, Antjakwerra, Arrawarra and Gantjakwerra",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,132.574,-23.95,"30KMS SOUTH WEST OF HERMANNSBURG.*** '92, 150KMS VIA HERMANNSBURG"
695,Takapimiliyi - Family Outstation,1013,,Tiwi Islands,Not recorded,Tiwi Land Council,Not recorded,Arafura,5,130.802,-11.815,"About 10KM WSW by road from Pickertaramoor. on a hill about 1KM from coast. (I am told they can see RDH chimneys)
Jabiru ATSIC region"
467,Tara - Minor,264,Neutral Junction,Barkly,Kayetetye,Central Land Council,Not recorded,Barkly,105,133.997,-21.507,Tara is located south of Tennant Creek on a Community Living Area within the Neutral Junction Pastoral Property.
630,Taracumbi - Family Outstation,424,"Tarintipi, Tarracumbi and Turacumbi",Tiwi Islands,Not recorded,Tiwi Land Council,Not recorded,Arafura,6,130.711,-11.608,
498,Tarawara - Family Outstation,767,Tarawera and Tarawera Bore,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,131.413,-23.547,300KMS WEST OF A/S
84,Tennant Creek - Town,18869,,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,,134.19,-19.648,"Tennant Creek is located is located about 1015 kms south of Darwin and 507kms north of Alice Springs. The community can be accessed all year round via the Stuart Highway, the main highway traversing the Northern Territory."
50,Ti Tree - Village,18964,Ti-Tree,Central Desert,Not recorded,Central Land Council,Not recorded,Barkly,,133.417,-22.128,The Town is located 180km north of Alice Springs.
490,Tigers Camp - Family Outstation,306,"Tiger's Camp, Wamungi, Wamunyi, Wanninguji and Wanungi",West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,132.777,-11.474,155 KMS NNW BY ROAD FROM OENPELLI.  NO WET SEASON ACCESS BY ROAD. LOCATION CONFIRMED BY GPS 2/2001.
53,Timber Creek - Village,18974,,Victoria Daly,Ngarinyman / Kriol,Northern Land Council,Not recorded,Daly,293,130.48,-15.663,Timber Creek is nestled in the Victoria River valley escarpment country south west of Katherine and lies at the central point on the Victoria Highway between Katherine and Kununurra
737,Timor Springs - Family Outstation,891,,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,132.574,-11.097,"512 Townsite of Minjilang
Distance from Minjilang Community is 8 km by road."
462,Tinkarli - Town Camp,681,Tingkarli,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,70,134.203,-19.637,TOWN OF TENNANT CREEK
172,Tinki - Family Outstation,62,"Irrimatitja, Tjinki and Tractor Bore",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.558,-23.273,23 KM EAST OF KINTORE
246,Titjikala - Major,148,Maryvale,Macdonnell,Southern Luritja / Pitjantjatjara,Central Land Council,Not recorded,Namatjira,267,134.076,-24.674,Titjikala is located south of Alice Springs on a Community Living Area within the Maryvale pastoral property. Just south west of Titjikala is Chambers Pillar and the Old Ghan train line.
34,Tjamangkurra - Family Outstation,149,Tjamangkura,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,132.805,-23.969,"7KMS EAST OF H'BURG., 132KMS VIA H'BURG"
143,Tjauwata - Family Outstation,880,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.122,-24.915,2KM NORTH OF AMPUTJUTA
64,Tjintirtjintirpa - Family Outstation,762,Tjintitjiwtipa and Willywagtail,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,131.271,-23.285,2.5 KM SOUTH OF MT LIEBIG
548,Tjoungouri - Family Outstation,267,"Ryans Bend, Tjungouri and Yungurie",Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,,136.044,-16.171,40 km FROM BORROLOOLA
536,Tjulpungu - Family Outstation,151,"Atlee Creek, Atley Creek, Churlpungu, Djulpung, Jurlpungu, Juurlupungu and Tjupungu",Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,131.413,-21.834,OUTSTATION OF YUENDUNU
758,Tjunti - Family Outstation,152,Lasseters Cave and Lassiter's Cave,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.401,-25.018,"SITED ON DOCKER RVR ROAD., 620 KMS FROM A/S VIA YULARA"
317,Tjuntinanta - Family Outstation,153,Kikunkurra and Tjuninanta,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.231,-24.852,670 KMS FROM A/S VIA DOCKER RVR
23,Tnawurta - Family Outstation,154,Kwatjinmarra and Tnuwurta,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,132.838,-23.999,"15KMS EAST OF H'BURG., 140KMS VIA H'BURG"
664,Tnerte - Family Outstation,928,,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,15,133.72,-23.747,22 km by road from Alice Springs
682,Tnyimipurta - Family Outstation,155,"Tnjimiputa, Tnyimipirta, Tnyimiputa and Tnyimpirta",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,8,132.671,-23.888,"20KMS WEST OF H'BURG., 145KMS VIA H'BURG"
426,Tommyhawk Swamp - Family Outstation,970,,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,7,134.593,-22.194,"021 Townsite of Ampilatwatja - Papunya
6KM NORTH OF UTOPIA HOMESTEAD"
715,Town Bore - Family Outstation,30,"Arkilki, Arrkilki and Derwent Bore",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,9,132.064,-23.355,"15KMS EAST OF PAPUNYA - HAASTS BLUFF ROAD, 230KMS VIA PAPUNYA ROAD"
179,Tree Point - Family Outstation,423,Durdugu,Litchfield,Not recorded,Northern Land Council,Not recorded,Nelson,5,131.018,-12.308,
389,Turkey Lagoon - Family Outstation,649,"Bananda, Banunda and Bununda",Roper Gulf,Not recorded,Northern Land Council,Not recorded,Arnhem,,134.751,-14.529,22 km N NGUKURR
541,Turners Camp - Family Outstation,785,Sandy Bore,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,27,134.069,-23.305,"The outstation is a compact group of structures among low rocky hills in light scrub about 50 km north - northeast from Alice Springs., The outstation is about 85km by road from Alice Springs via the Stuart Hwy and the Arltunga Tourist Drive"
742,Twetye (a) - Family Outstation,929,,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,13,133.705,-23.74,22 km by road from Alice Springs
468,Twetye (b) - Family Outstation,930,,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,26,133.696,-23.743,23 km by road from Alice Springs.
480,Tywenpe (a) - Family Outstation,931,Twenpe (A),Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,17,133.729,-23.726,"20 km by road from Alice Springs, 20 Km by road via Larapinta from Alice Springs"
761,Tywenpe (c) - Family Outstation,933,Twenpe(C) and Tywenpe(C),Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,36,133.688,-23.744,23 km by  road from Alice Springs
531,Tywenpe (d) - Family Outstation,934,Twenpe(D),Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,7,133.672,-23.765,"Just before Jay Creek jump up and  prior to  Itchykoo Outstation turn off., 27 km by road from Alice Springs.  Access road is 3- 4km to house lot."
637,Uguie - Family Outstation,991,Clarkson Point,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,,137.041,-15.83,"At Clarkson point, south end of Vanderlin Island, Sir Edward Pellew Island Group.
Is within NT POR 829"
683,Ukaka - Family Outstation,159,Tempe Downs,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,12,132.374,-24.593,"3KMS NORTH OF EARNEST GILES ROAD 
'92 ATSIC NEEDS SURVEY, 
230KMS VIA LASERTER HIGHWAY & KINGS CANYON ROAD"
615,Ukatjupu - Family Outstation,160,Ukatjupa,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.105,-25.909,"120KMS SOUTH OF DOCKER RIVER, APPROX 180KMS N/W OF KALKA  S.A."
330,Ulambara - Family Outstation,760,Ulambaura and Ullumbara,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,8,131.927,-23.277,"8KMS SOUTH OF PAPUNYA, 248KMS VIA PAPUNYA"
669,Ulbulla - Family Outstation,705,Julalikari,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,133.196,-25.684,"1:250,000 TOPGRAPHICAL MAP REF SG 53-5 KULGERA.

SITUATED 20 KMS N OF KULGERA ALONG STUART HIGHWAY, THENCE 4.6 KMS WEST ALONG UMBEARA/ERLDUNDA STATIONS BOUNDARY FENCE., 265 KMS SOUTH OF ASP VIA STUART HIGHWAY, THENCE 4.6 KMS WEST ALONG ACCESS ROAD."
363,Ulpanyali - Family Outstation,162,Ochre Hill,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,19,131.501,-24.231,"WITHIN THE WATARRKA NATIONAL PARK - 10KMS WEST OF KINGS CANYON '92 ATSIC NEED SURVEY, 330KMS VIA ALICE SPRINGS"
535,Ulpunda - Family Outstation,772,Marcus's Camp,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,9,132.766,-23.955,"3KMS WEST OF H'BURG.*** '92 ATSIC NEEDS, 128KMS VIA H'BURG"
501,Uluperte - Family Outstation,1016,Junction Bore,Central Desert,Not recorded,Central Land Council,Not recorded,Namatjira,,135.695,-23.764,"Location determined by GPS, 28/1/2004 - two 3 bedroom houses 58km NNE by road from Numery Station at junction of Illogwa and Aremra Creeks"
256,Umbakumba - Major,555,,East Arnhem,Anindilyakwa,Anindilyakwa Land Council,Not recorded,Arnhem,591,136.811,-13.86,Umbakumba is located east of Angurugu near Little Lagoon and Port Langdon on the north east coast of Groote Eylandt. Umbakumba is part of the Anindilyakwa Land Trust.
334,Uminyuluk - Family Outstation,962,,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,5,130.053,-13.831,8KMS EAST OF WOODYCUPILDYA
26,Un-Marr - Family Outstation,662,"An-Marr, Madingna, Mardenga, Mardinga, Mardingna, Maringar and Marygar",West Daly,Not recorded,Northern Land Council,Not recorded,Daly,,129.909,-14.064,35 km N.W. PEPPIMENARTI
361,Undoolya Bore - Family Outstation,711,Mount Undoolya and Mt Undoolya,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,16,134.118,-23.748,"The outstation is on a well-drained site in the MacDonnell Ranges about 30 km east from Alice Springs and 400m north of the Ross Highway., The outstation is about 38km by road from Alice Springs via the Ross Highway."
435,Undurana 1c - Family Outstation,166,Undarana and Underanna,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,132.127,-23.757,84 WEST by road from hermansburg.  Haats bluff Land Trust.
335,Undurana 2a - Family Outstation,985,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,132.105,-23.759,
660,Urlampe - Family Outstation,156,Tobermorey,Central Desert,Not recorded,Central Land Council,Not recorded,Namatjira,20,137.743,-22.493,"21KMS SOUTH OF H'WAY., 550 kms via Plenty Plenty H'way"
342,Urrermerne - Family Outstation,24992,,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,7,134.069,-23.963,
481,Utily - Family Outstation,24,Autilly and Utili,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,8,131.873,-23.489,"5km south of Haasts Bluff.***, 245KMS VIA HAASTS BLUFF"
28,Village Camp - Town Camp,271,"Nyinkkanyunu, Nyinkkanyuny, Sorry Camp and Village Town Camp",Barkly,Not recorded,Central Land Council,Not recorded,Barkly,52,134.184,-19.656,"TOWN OF TENNANT CREEK, Town Camp"
749,Wada Wadalla - Family Outstation,815,Blackfellow Creek and Wada Wadala,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,,136.429,-15.929,10km FROM BORROLOOLA
554,Wada Warra - Family Outstation,214,"Bing Bong, Bone Lagoon, Wada Wara, Warranbarru Assoc and Wurrunburra Assoc",Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,17,136.252,-15.749,44 km  N   BORROLOOLA
326,Wadeye - Major,426,Port Keats,West Daly,Murrinh Patha,Northern Land Council,"Marri Ngarr, Magati Ke, Marri Tjevin, Marri Amu, Marrithiyel, Manthiyangarl",Daly,2679,129.521,-14.24,"Wadeye is located south west of Darwin at the mouth of the Fitzmaurice River, close to the coast of the Joseph Bonaparte Gulf. Wadeye is part of the Daly River/Port Keats Aboriginal Land Trust."
679,Waidaboonar - Family Outstation,381,"Mt.Borradaile, Mudgigardent, Mudjeegardart, Mudjigardart and Waidabonoor",West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,132.782,-11.938,"Mudgigardent, also known as Mudjeegarrdart, but more accurately known as Waidaboonar community, is located approx 65km northeast of Oenpelli in Arnhemland,  15km north of Coopers Creek crossing., Road access from Oenpelli is via the Maningrida road for 7km then via a 2 wheeled track for approx 60km. The Cooper Creek which is  40km north of the Maningrida road isolates the outstation during the wet season."
559,Wakurlpu - Family Outstation,908,Wauchope,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,10,134.217,-20.632,TENNANT CREEK REGION - 113km south along the highway.  Just north of Wauchope - can be seen from road
155,Walangurrminy - Family Outstation,983,Finniss River,Un-Incorporated (cox-Daly),Not recorded,Northern Land Council,Not recorded,Daly,9,130.776,-12.975,
609,Waldnarr - Family Outstation,556,"Harris Creek, Waldarr and Waldharr",Roper Gulf,Not recorded,Northern Land Council,Not recorded,Arnhem,12,135.805,-13.766,
618,Walka - Family Outstation,291,Barge Landing and Walkaa,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,132.588,-11.18,Distance from Minjilang Community is 7 km by road.
537,Walkabout Bore - Family Outstation,720,"Jack Kenny's Camp, Jack Kennys Camp and Mpwelarre",Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,19,133.817,-24.383,This outstation is on the Hugh River Stock route.  Head south of Alice Springs approx. 86 km on the Maryvale Road. Turn right (west) onto the Hugh River Stock Route for 22 km to the outstation access road.  Outstation is north of the main road.
137,Walkalba - Family Outstation,750,"Rock Hill, Wakalba, Wakalpa, Wakurlpa and Walkurbla",Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,131.82,-22.162,"20KMS NORTH OF YUENDUMU, 310KMS VIA YUENDUMU"
8,Wallace Rockhole - Major,174,"Ulana, Uranda and Wallace Rock Hole",Macdonnell,Western Arrernte,Central Land Council,Not recorded,Gwoja,120,133.086,-24.125,Wallace Rockhole is located west of Alice Springs on the Uruna Aboriginal Land Trust and is near Henbury and Owen Springs Pastoral Properties.
115,Wallaces Lagoon - Family Outstation,24903,,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,5,136.636,-16.123,
769,Walpiri - Town Camp,606,"Katherine Town Camp, Katherine Transit Camp, Warlpiri Camp and Warlpiri Transient Camp",Katherine,Not recorded,Northern Land Council,Not recorded,Katherine,53,132.269,-14.474,
766,Walu - Family Outstation,748,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.526,-24.737,"60KMS NORTHEAST OF DOCKER RIVER, 720KMS FROM A/S VIA DOCKER RVR"
677,Walytjatjata - Family Outstation,176,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.466,-25.977,200KS S/W OF YULARA
540,Waminari - Family Outstation,428,"Wamanari, Waminara, Waminara Bay and Waminarra Bay",West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,133.398,-11.769,Wanminari is located approx 99km north of Oenpelli on the mainland opposite Goulburn Island.
747,Wanakutja - Family Outstation,890,,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,132.511,-11.105,Distance from Minjilang Community approx 8 km by road.
173,Wanarkula - Family Outstation,119,"Mulga Park, Mulga Park Station and Rocket Bore",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,131.588,-25.997,"20KMS SOUTH OF MULGA PARK HOMESTEAD, 470KMS FROM A/S VIA KULGERA & MU"
650,Wandangula - Minor,256,"Police Lagoon, Wanda Ngula and Wandagula",Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,39,136.346,-16.055,30km FROM BORROLOOLA
101,Wandawuy - Family Outstation,557,Wulwulwuy,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,84,136.356,-12.891,143 km FROM YIRRKALA
519,Wangalinji - Family Outstation,690,"Clean Skin, Wanggulinj and Wangulinji",Barkly,Not recorded,Northern Land Council,Not recorded,Barkly,6,137.467,-18.396,380K  N/E OF TENNANT CRK - through Mittibah Station - check road conditions - can be restricted during wet season
224,Wangkari - Family Outstation,177,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.019,-25.132,"40KMS SOUTH OF DOCKER RVR., 700KMS FROM A/S VIA DOCKER RVR"
765,Wanmarra - Family Outstation,178,Bagot Springs,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,14,131.803,-24.388,300KMS VIA Earnest Giles Road - KINGS CANYON from Alice Springs
400,Wanmarri - Family Outstation,652,Wanmari and Wanmurri,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Arnhem,,135.227,-14.454,75 km NE NGUKURR
351,Warby - Family Outstation,19471,,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,,136.734,-16.153,
100,Warlpeyangkrere - Family Outstation,998,Tarlton Downs,Central Desert,Not recorded,Central Land Council,Not recorded,Namatjira,,136.992,-22.549,"347 Town of Hart Range
34.2 KM EAST ALONG PLENTY HWY FROM TARLTON T/OFF, 6KM TO THE NORTH OF H/WAY, 8.4KM WEST OF MARQUA STN T/OFF"
402,Warren Creek - Family Outstation,179,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,131.179,-23.266,"15KMS WEST OF MT LIEBIG., 315KMS VIA PAPUNYA"
32,Warruwi - Major,429,Goulburn Island,West Arnhem,Maung,Northern Land Council,Not recorded,Arafura,457,133.389,-11.649,"Warruwi is north east of Darwin on the eastern side of South Goulburn island, which is in the Arafura Sea. Warruwi is part of the Arnhem Land Aboriginal Land Trust."
385,Warumpi - Family Outstation,180,"3 Mile, 3 Mile Bore, 3 Miles, Three Mile, Three Mile Bore and Three Miles",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,131.975,-23.185,8KM NE OF PAPUNYA
442,Wataru - Family Outstation,877,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,129.059,-24.859,Wataru is located 3km north west from Kaltukatjara/Docker River.
729,Watdagawuy - Family Outstation,889,Ganawa,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,,135.701,-11.94,Approximately 25km east of Galiwinku.
231,Wauk - Family Outstation,385,"Arrdukbukbun, Mungulgan, Murganella, Murganella Plains and Murgenella",West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,132.925,-11.549,127 kms by road from Oenpelli.
268,Wayililinypa - Family Outstation,181,"Ngana, Waylilinpa and Waylilynpa",Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,131.447,-22.502,"50KMS SOUTHWEST OF YUENDUMU'92 ATSIC NEE, 240KMS VIA YUENDUMU"
279,Weemol - Minor,654,Weemoll and Wemool,Roper Gulf,Kriol,Northern Land Council,Not recorded,Arnhem,329,134.309,-13.644,Weemol is north east of Katherine and next to Bulman on the Arnhem Land Aboriginal Land Trust.
639,Welere - Family Outstation,182,Derry Downs and Perety,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,8,135.192,-22.022,"50kms SOUTH OF SANDOVER  H'WAY, 340kms FROM ALICE SPRINGS VIA SANDOVER H'WAY"
285,Welmala - Family Outstation,183,Wirrmalyanga,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,,133.261,-25.683,"1:250,000 TOPOGRAPHICAL MAP REF SG 53-5 KULGERA.

SITUATED 20 KMS NORTH OF KULGERA ON STUART HIGHWAY, THENCE 2.2 KMS EAST ALONG UMBEARA/ERLDUNDA STATION BOUNDARY FENCE., 267.2 KMS SOUTH OF ASP VIA STUART HIGHWAY AND THENCE AC CESS ROAD."
662,Werenbun - Family Outstation,655,"Barnjarn, Barnjaru, Edith Falls Road and Werebbun",Roper Gulf,Not recorded,Northern Land Council,Not recorded,Arnhem,20,132.161,-14.183,"Road access is via the Edith Falls Road and is possible most of the year. Internal roads are sealed and the living area is free draining. The Edith River runs along the southern side but does not flood the community., Werenbun also known as Barnjaru is located approx 60km by road north of Katherine"
522,Werre-Therre - Family Outstation,708,"Davis Camp, Hamilton Downs, Kupula Urbala, Kuputa Urbala, Mccormacks Camp and Thakaperte",Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,,133.635,-23.543,55K
516,West Island - Family Outstation,274,"Wurdijiya, Wurdiliya, Wurdilya and Yathunga",Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,6,136.502,-15.643,N/A
767,West Waterhouse - Family Outstation,185,West Water House No.2,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,16,133.113,-23.996,4km from Larapinta Dve
239,Wigu - Family Outstation,431,"Goulburn Island, South Goulburn and South Goulburn Is",West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,133.432,-11.614,10.5 kms FROM WARRUWI
530,Wiitin - Family Outstation,952,Tennant Creek Telegraph Stn,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,10,134.237,-19.545,Just behind the old telegraph station north of Tennant Creek
319,Wilgi - Family Outstation,432,"Tiger's Camp, Waningi, Wilji, Wiltgi and Wiltju",West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,6,132.749,-11.496,153 kms by road from Oenpelli. No wet season access by road
569,Williams Well - Family Outstation,786,Williams Camp,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,6,134.279,-23.673,"The outstation is set on a raised level area among low hills 50 km east of Alice Springs and is 56km from A/S.  Access  from the highway is a 1.2 km flat-bladed track to the outstation. Much of the track has been washed out but is probably accessible to 2WD vehicles with care., The outstation is 56km by road from  Alice Springs via the Ross Hwy."
54,Willowra - Major,186,Willowra Station and Wirliyatjarrayi,Central Desert,Warlpiri,Central Land Council,Not recorded,Gwoja,354,132.614,-21.244,Willowra is located north of Alice Springs on the Wirliyajarrayi Aboriginal Land Trust.
207,Wilora - Minor,187,Sterling Station and Stirling Station,Central Desert,Alyawarr,Central Land Council,Not recorded,Barkly,112,133.731,-21.741,Wilora is located north of Alice Springs on a Community Living Area within the Stirling Pastoral Property. Anmetjere (region) is the name given to Ti Tree and its surrounding communities including Wilora.
486,Winparku - Family Outstation,751,Winoparku and Winoparky,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,131.462,-23.435,32 KM SE OF MT LIEBIG
626,Wogyala - Family Outstation,259,"3 Mile Flat, Rockhampton Downs, Wogayala and Wogayela",Barkly,Not recorded,Northern Land Council,Not recorded,Barkly,40,135.178,-19.006,Rocky Downs Station incision - can be seen from the road
164,Wollagalonng Outstation - Family Outstation,21479,,Central Desert,Not recorded,Central Land Council,Not recorded,Barkly,,133.439,-21.367,
483,Wollogorang - Family Outstation,275,"Branch Creek, Djangalina, Jungalina and Wollogarang",Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,7,137.989,-17.218,
197,Woodycupaldiya - Minor,434,"Woode Cupildiya, Woodicupildya, Woodykapildiya, Woodykupildiya, Woodykupuldiya and Wudikapildiyeer",West Daly,Not recorded,Northern Land Council,Not recorded,Daly,31,130.001,-13.859,100km S.W. OF DALY RIVER
627,Woolaning - Family Outstation,697,,Un-Incorporated (cox-Daly),Not recorded,Northern Land Council,Not recorded,Daly,11,130.659,-13.105,Existing access tracks become boggy  during the wet season. 125km  FROM DARWIN
11,Wooliana - Family Outstation,715,,Victoria Daly,Not recorded,Northern Land Council,Not recorded,Daly,12,130.643,-13.675,
354,Wudaduk - Family Outstation,778,Murradum and Murradun,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,6,129.944,-14.028,32 km NW PEPPIMENARTI
344,Wudapuli - Family Outstation,435,Wudapulli and Wudupula,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,15,129.853,-14.214,"Approx. 60 km east by road of Wadeye.
G.P.S coordinates are 14 deg. 12' 48"" S & 129 deg 51' 13"" E, 50 km from Wadeye"
638,Wulaburri - Family Outstation,995,,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,,136.842,-16.406,669 Townsite of Robinson River
544,Wulkabimirri - Family Outstation,838,Wulkubimirri,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,40,134.906,-12.355,"3kms from Ramingining Community, Approximately 600kms from Nhulunbuy"
19,Wumajbarr - Family Outstation,563,Wumarrdjbarr,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Arnhem,10,135.692,-14.166,Approx 20 Km from Numbulwar
473,Wumirdin - Family Outstation,937,,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,,129.563,-14.189,"Approx. 30 km east of Port Keats by road 
G.P.S coordinates are 14 deg 11' 22"" S and 129 deg 33' 46""E, 430 km from Darwin"
438,Wunara - Family Outstation,707,"Arrawarra, Arruwurra, Wunarra and Wunurra",Barkly,Not recorded,Central Land Council,Not recorded,Barkly,5,136.618,-19.99,"Along the Barkly Highway, turn south 2km off highway, 260k  E of Tennant Creek"
59,Wunburri - Family Outstation,564,"Burgunngura Island, Stevens Island, Wunbirri and Wunpurri",East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,,136.079,-11.595,"On Steven's Island, approximately 80km north east of Galiwinku, N/A - reachable by boat or air only."
622,Wundigalla - Family Outstation,996,,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,5,137.043,-16.476,669 Townsite of Robinson River
